,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,AHTGS,AATGS,AHTGC,AATGC,HTP,ATP,HM1,HM2,HM3,AM1,AM2,AM3,HomeTeamLP,AwayTeamLP,MW,DiffLP,HTGD,ATGD,HTFormPtsStr,ATFormPtsStr,HTFormPts,ATFormPts,DiffFormPts
3031,11/5/2008,Chelsea,Bolton,1.0,1.0,D,64.0,35.0,25.0,53.0,2.210526315789474,0.9473684210526315,W,W,W,W,D,W,2.0,7.0,38.0,-5.0,1.0263157894736843,-0.47368421052631576,WWW,WDW,9,7,0.05263157894736842
3032,11/5/2008,Derby,Reading,0.0,4.0,A,20.0,37.0,85.0,66.0,0.2894736842105263,0.868421052631579,L,L,L,L,D,L,18.0,8.0,38.0,10.0,-1.7105263157894737,-0.7631578947368421,LLL,LDL,0,1,-0.02631578947368421
3033,11/5/2008,Everton,Newcastle,3.0,1.0,H,52.0,44.0,32.0,62.0,1.631578947368421,1.131578947368421,L,D,L,L,D,W,6.0,13.0,38.0,-7.0,0.5263157894736842,-0.47368421052631576,LDL,LDW,1,4,-0.07894736842105263
3034,11/5/2008,Middlesbrough,Man City,8.0,1.0,H,35.0,44.0,52.0,45.0,1.0263157894736843,1.4473684210526316,W,L,L,L,L,W,12.0,14.0,38.0,-2.0,-0.4473684210526316,-0.02631578947368421,WLL,LLW,3,3,0.0
3035,11/5/2008,Portsmouth,Fulham,0.0,1.0,A,48.0,37.0,39.0,60.0,1.5,0.868421052631579,L,L,L,W,W,L,9.0,18.0,38.0,-9.0,0.23684210526315788,-0.6052631578947368,LLL,WWL,0,6,-0.15789473684210525
3036,11/5/2008,Sunderland,Arsenal,0.0,1.0,A,36.0,73.0,58.0,31.0,1.0263157894736843,2.1052631578947367,L,W,L,W,W,W,18.0,4.0,38.0,14.0,-0.5789473684210527,1.105263157894737,LWL,WWW,3,9,-0.15789473684210525
3037,11/5/2008,Tottenham,Liverpool,0.0,2.0,A,66.0,65.0,59.0,28.0,1.2105263157894737,1.9210526315789473,W,D,D,W,D,W,5.0,3.0,38.0,2.0,0.18421052631578946,0.9736842105263158,WDD,WDW,5,7,-0.05263157894736842
3038,11/5/2008,West Ham,Aston Villa,2.0,2.0,D,40.0,69.0,48.0,49.0,1.263157894736842,1.5526315789473684,L,D,W,L,D,W,15.0,11.0,38.0,4.0,-0.21052631578947367,0.5263157894736842,LDW,LDW,4,4,0.0
3039,11/5/2008,Wigan,Man United,0.0,2.0,A,34.0,78.0,49.0,22.0,1.0526315789473684,2.210526315789474,W,D,D,W,L,D,18.0,1.0,38.0,17.0,-0.39473684210526316,1.4736842105263157,WDD,WLD,5,4,0.02631578947368421
3040,16/8/2008,Arsenal,West Brom,1.0,0.0,H,0.0,0.0,0.0,0.0,0.0,0.0,Null,Null,Null,Null,Null,Null,3.0,18.0,1.0,-15.0,0.0,0.0,NullNullNull,NullNullNull,0,0,0.0
3041,16/8/2008,Bolton,Stoke,3.0,1.0,H,0.0,0.0,0.0,0.0,0.0,0.0,Null,Null,Null,Null,Null,Null,16.0,18.0,1.0,-2.0,0.0,0.0,NullNullNull,NullNullNull,0,0,0.0
3042,16/8/2008,Everton,Blackburn,2.0,3.0,A,0.0,0.0,0.0,0.0,0.0,0.0,Null,Null,Null,Null,Null,Null,5.0,7.0,1.0,-2.0,0.0,0.0,NullNullNull,NullNullNull,0,0,0.0
3043,16/8/2008,Hull,Fulham,2.0,1.0,H,0.0,0.0,0.0,0.0,0.0,0.0,Null,Null,Null,Null,Null,Null,18.0,17.0,1.0,1.0,0.0,0.0,NullNullNull,NullNullNull,0,0,0.0
3044,16/8/2008,Middlesbrough,Tottenham,2.0,1.0,H,0.0,0.0,0.0,0.0,0.0,0.0,Null,Null,Null,Null,Null,Null,13.0,11.0,1.0,2.0,0.0,0.0,NullNullNull,NullNullNull,0,0,0.0
3045,16/8/2008,Sunderland,Liverpool,0.0,1.0,A,0.0,0.0,0.0,0.0,0.0,0.0,Null,Null,Null,Null,Null,Null,15.0,4.0,1.0,11.0,0.0,0.0,NullNullNull,NullNullNull,0,0,0.0
3046,16/8/2008,West Ham,Wigan,2.0,1.0,H,0.0,0.0,0.0,0.0,0.0,0.0,Null,Null,Null,Null,Null,Null,10.0,14.0,1.0,-4.0,0.0,0.0,NullNullNull,NullNullNull,0,0,0.0
3047,17/8/2008,Aston Villa,Man City,4.0,2.0,H,0.0,0.0,0.0,0.0,0.0,0.0,Null,Null,Null,Null,Null,Null,6.0,9.0,1.0,-3.0,0.0,0.0,NullNullNull,NullNullNull,0,0,0.0
3048,17/8/2008,Chelsea,Portsmouth,4.0,0.0,H,0.0,0.0,0.0,0.0,0.0,0.0,Null,Null,Null,Null,Null,Null,2.0,8.0,1.0,-6.0,0.0,0.0,NullNullNull,NullNullNull,0,0,0.0
3049,17/8/2008,Man United,Newcastle,1.0,1.0,D,0.0,0.0,0.0,0.0,0.0,0.0,Null,Null,Null,Null,Null,Null,1.0,12.0,1.0,-11.0,0.0,0.0,NullNullNull,NullNullNull,0,0,0.0
3050,23/8/2008,Blackburn,Hull,1.0,1.0,D,3.0,2.0,2.0,1.0,1.5,1.5,W,Null,Null,W,Null,Null,7.0,18.0,2.0,-11.0,0.5,0.5,WNullNull,WNullNull,3,3,0.0
3051,23/8/2008,Fulham,Arsenal,1.0,0.0,H,1.0,1.0,2.0,0.0,0.0,1.5,L,Null,Null,W,Null,Null,17.0,3.0,2.0,14.0,-0.5,0.5,LNullNull,WNullNull,0,3,-1.5
3052,23/8/2008,Liverpool,Middlesbrough,2.0,1.0,H,1.0,2.0,0.0,1.0,1.5,1.5,W,Null,Null,W,Null,Null,4.0,13.0,2.0,-9.0,0.5,0.5,WNullNull,WNullNull,3,3,0.0
3053,23/8/2008,Newcastle,Bolton,1.0,0.0,H,1.0,3.0,1.0,1.0,0.5,1.5,D,Null,Null,W,Null,Null,12.0,16.0,2.0,-4.0,0.0,1.0,DNullNull,WNullNull,1,3,-1.0
3054,23/8/2008,Stoke,Aston Villa,3.0,2.0,H,1.0,4.0,3.0,2.0,0.0,1.5,L,Null,Null,W,Null,Null,18.0,6.0,2.0,12.0,-1.0,1.0,LNullNull,WNullNull,0,3,-1.5
3055,23/8/2008,Tottenham,Sunderland,1.0,2.0,A,1.0,0.0,2.0,1.0,0.0,0.0,L,Null,Null,L,Null,Null,11.0,15.0,2.0,-4.0,-0.5,-0.5,LNullNull,LNullNull,0,0,0.0
3056,23/8/2008,West Brom,Everton,1.0,2.0,A,0.0,2.0,1.0,3.0,0.0,0.0,L,Null,Null,L,Null,Null,18.0,5.0,2.0,13.0,-0.5,-0.5,LNullNull,LNullNull,0,0,0.0
3057,24/8/2008,Man City,West Ham,3.0,0.0,H,2.0,2.0,4.0,1.0,0.0,1.5,L,Null,Null,W,Null,Null,9.0,10.0,2.0,-1.0,-1.0,0.5,LNullNull,WNullNull,0,3,-1.5
3058,24/8/2008,Wigan,Chelsea,0.0,1.0,A,1.0,4.0,2.0,0.0,0.0,1.5,L,Null,Null,W,Null,Null,14.0,2.0,2.0,12.0,-0.5,2.0,LNullNull,WNullNull,0,3,-1.5
3059,25/8/2008,Portsmouth,Man United,0.0,1.0,A,0.0,1.0,4.0,1.0,0.0,0.5,L,Null,Null,D,Null,Null,8.0,1.0,2.0,7.0,-2.0,0.0,LNullNull,DNullNull,0,1,-0.5
3060,30/8/2008,Arsenal,Newcastle,3.0,0.0,H,1.0,2.0,1.0,1.0,1.0,1.3333333333333333,L,W,Null,W,D,Null,3.0,12.0,3.0,-9.0,0.0,0.3333333333333333,LWNull,WDNull,3,4,-0.3333333333333333
3061,30/8/2008,Bolton,West Brom,0.0,0.0,D,3.0,1.0,2.0,3.0,1.0,0.0,L,W,Null,L,L,Null,16.0,18.0,3.0,-2.0,0.3333333333333333,-0.6666666666666666,LWNull,LLNull,3,0,1.0
3062,30/8/2008,Everton,Portsmouth,0.0,3.0,A,4.0,0.0,4.0,5.0,1.0,0.0,W,L,Null,L,L,Null,5.0,8.0,3.0,-3.0,0.0,-1.6666666666666667,WLNull,LLNull,3,0,1.0
3063,30/8/2008,Hull,Wigan,0.0,5.0,A,3.0,1.0,2.0,3.0,1.3333333333333333,0.0,D,W,Null,L,L,Null,18.0,14.0,3.0,4.0,0.3333333333333333,-0.6666666666666666,DWNull,LLNull,4,0,1.3333333333333333
3064,30/8/2008,Middlesbrough,Stoke,2.0,1.0,H,3.0,4.0,3.0,5.0,1.0,1.0,L,W,Null,W,L,Null,13.0,18.0,3.0,-5.0,0.0,-0.3333333333333333,LWNull,WLNull,3,3,0.0
3065,30/8/2008,West Ham,Blackburn,4.0,1.0,H,2.0,4.0,4.0,3.0,1.0,1.3333333333333333,L,W,Null,D,W,Null,10.0,7.0,3.0,3.0,-0.6666666666666666,0.3333333333333333,LWNull,DWNull,3,4,-0.3333333333333333
3066,31/8/2008,Aston Villa,Liverpool,0.0,0.0,D,6.0,3.0,5.0,1.0,1.0,2.0,L,W,Null,W,W,Null,6.0,4.0,3.0,2.0,0.3333333333333333,0.6666666666666666,LWNull,WWNull,3,6,-1.0
3067,31/8/2008,Chelsea,Tottenham,1.0,1.0,D,5.0,2.0,0.0,4.0,2.0,0.0,W,W,Null,L,L,Null,2.0,11.0,3.0,-9.0,1.6666666666666667,-0.6666666666666666,WWNull,LLNull,6,0,2.0
3068,31/8/2008,Sunderland,Man City,0.0,3.0,A,2.0,5.0,2.0,4.0,1.0,1.0,W,L,Null,W,L,Null,15.0,9.0,3.0,6.0,0.0,0.3333333333333333,WLNull,WLNull,3,3,0.0
3069,13/9/2008,Blackburn,Arsenal,0.0,4.0,A,4.0,1.0,3.0,1.0,1.3333333333333333,1.0,D,W,Null,L,W,Null,7.0,3.0,3.0,4.0,0.3333333333333333,0.0,DWNull,LWNull,4,3,0.3333333333333333
3070,13/9/2008,Fulham,Bolton,2.0,1.0,H,4.0,3.0,3.0,2.0,1.5,1.0,W,W,L,D,L,W,17.0,16.0,4.0,1.0,0.25,0.25,WWL,DLW,6,4,0.5
3071,13/9/2008,Liverpool,Man United,2.0,1.0,H,3.0,3.0,1.0,3.0,1.75,1.0,D,W,W,L,W,D,4.0,1.0,4.0,3.0,0.5,0.0,DWW,LWD,7,4,0.75
3072,13/9/2008,Man City,Chelsea,1.0,3.0,A,8.0,6.0,4.0,1.0,1.5,1.75,W,W,L,D,W,W,9.0,2.0,4.0,7.0,1.0,1.25,WWL,DWW,6,7,-0.25
3073,13/9/2008,Newcastle,Hull,1.0,2.0,A,2.0,3.0,4.0,7.0,1.0,1.0,L,W,D,L,D,W,12.0,18.0,4.0,-6.0,-0.5,-1.0,LWD,LDW,4,4,0.0
3074,13/9/2008,Portsmouth,Middlesbrough,2.0,1.0,H,3.0,5.0,5.0,4.0,0.75,1.5,W,L,L,W,L,W,8.0,13.0,4.0,-5.0,-0.5,0.25,WLL,WLW,3,6,-0.75
3075,13/9/2008,West Brom,West Ham,3.0,2.0,H,1.0,6.0,3.0,5.0,0.25,1.5,D,L,L,W,L,W,18.0,10.0,4.0,8.0,-0.5,0.25,DLL,WLW,1,6,-1.25
3076,13/9/2008,Wigan,Sunderland,1.0,1.0,D,6.0,2.0,3.0,5.0,0.75,0.75,W,L,L,L,W,L,14.0,15.0,4.0,-1.0,0.75,-0.75,WLL,LWL,3,3,0.0
3077,14/9/2008,Stoke,Everton,2.0,3.0,A,5.0,4.0,7.0,7.0,0.75,0.75,L,W,L,L,W,L,18.0,5.0,4.0,13.0,-0.5,-0.75,LWL,LWL,3,3,0.0
3078,15/9/2008,Tottenham,Aston Villa,1.0,2.0,A,3.0,6.0,5.0,5.0,0.25,1.0,D,L,L,D,L,W,11.0,6.0,4.0,5.0,-0.5,0.25,DLL,DLW,1,4,-0.75
3079,20/9/2008,Blackburn,Fulham,1.0,0.0,H,5.0,4.0,7.0,3.0,1.0,1.5,L,D,W,W,W,L,7.0,17.0,4.0,-10.0,-0.5,0.25,LDW,WWL,4,6,-0.5
3080,20/9/2008,Bolton,Arsenal,1.0,3.0,A,4.0,8.0,4.0,1.0,0.8,1.8,L,D,L,W,W,L,16.0,3.0,5.0,13.0,0.0,1.4,LDL,WWL,1,6,-1.0
3081,20/9/2008,Liverpool,Stoke,0.0,0.0,D,5.0,7.0,2.0,10.0,2.0,0.6,W,D,W,L,L,W,4.0,18.0,5.0,-14.0,0.6,-0.6,WDW,LLW,7,3,0.8
3082,20/9/2008,Sunderland,Middlesbrough,2.0,0.0,H,3.0,6.0,6.0,6.0,0.8,1.2,D,L,W,L,W,L,15.0,13.0,5.0,2.0,-0.6,0.0,DLW,LWL,4,3,0.2
3083,20/9/2008,West Ham,Newcastle,3.0,1.0,H,8.0,3.0,8.0,6.0,1.2,0.8,L,W,L,L,L,W,10.0,12.0,5.0,-2.0,0.0,-0.6,LWL,LLW,3,3,0.0
3084,21/9/2008,Chelsea,Man United,1.0,1.0,D,9.0,4.0,2.0,4.0,2.0,1.0,W,D,W,D,L,W,2.0,1.0,5.0,1.0,1.4,0.0,WDW,DLW,7,4,0.6
3085,21/9/2008,Hull,Everton,2.0,2.0,D,5.0,7.0,8.0,9.0,1.4,1.2,W,L,D,W,L,W,18.0,5.0,5.0,13.0,-0.6,-0.4,WLD,WLW,4,6,-0.4
3086,21/9/2008,Man City,Portsmouth,6.0,0.0,H,9.0,5.0,7.0,6.0,1.2,1.2,L,W,W,W,W,L,9.0,8.0,5.0,1.0,0.4,-0.2,LWW,WWL,6,6,0.0
3087,21/9/2008,Tottenham,Wigan,0.0,0.0,D,4.0,7.0,7.0,4.0,0.2,0.8,L,D,L,D,W,L,11.0,14.0,5.0,-3.0,-0.6,0.6,LDL,DWL,1,4,-0.6
3088,21/9/2008,West Brom,Aston Villa,1.0,2.0,A,4.0,8.0,5.0,6.0,0.8,1.4,W,D,L,W,D,L,18.0,6.0,5.0,12.0,-0.2,0.4,WDL,WDL,4,4,0.0
3089,27/9/2008,Arsenal,Hull,1.0,2.0,A,8.0,5.0,1.0,8.0,1.8,1.4,W,W,L,W,L,D,3.0,18.0,5.0,-15.0,1.4,-0.6,WWL,WLD,6,4,0.4
3090,27/9/2008,Aston Villa,Sunderland,2.0,1.0,H,10.0,5.0,7.0,6.0,1.6666666666666667,1.1666666666666667,W,W,D,W,D,L,6.0,15.0,6.0,-9.0,0.5,-0.16666666666666666,WWD,WDL,7,4,0.5
3091,27/9/2008,Everton,Liverpool,0.0,2.0,A,9.0,5.0,11.0,2.0,1.1666666666666667,1.8333333333333333,D,W,L,D,W,D,5.0,4.0,6.0,1.0,-0.3333333333333333,0.5,DWL,DWD,4,5,-0.16666666666666666
3092,27/9/2008,Fulham,West Ham,1.0,2.0,A,5.0,11.0,6.0,9.0,1.0,1.5,L,L,W,W,L,W,17.0,10.0,6.0,7.0,-0.16666666666666666,0.3333333333333333,LLW,WLW,3,6,-0.5
3093,27/9/2008,Man United,Bolton,2.0,0.0,H,6.0,5.0,4.0,7.0,1.3333333333333333,0.6666666666666666,W,D,L,L,L,D,1.0,16.0,6.0,-15.0,0.3333333333333333,-0.3333333333333333,WDL,LLD,4,1,0.5
3094,27/9/2008,Middlesbrough,West Brom,0.0,1.0,A,6.0,5.0,8.0,7.0,1.0,0.6666666666666666,L,L,W,L,W,D,13.0,18.0,6.0,-5.0,-0.3333333333333333,-0.3333333333333333,LLW,LWD,3,4,-0.16666666666666666
3095,27/9/2008,Newcastle,Blackburn,1.0,2.0,A,4.0,6.0,9.0,11.0,0.6666666666666666,1.1666666666666667,L,L,L,W,L,L,12.0,7.0,6.0,5.0,-0.8333333333333334,-0.8333333333333334,LLL,WLL,0,3,-0.5
3096,27/9/2008,Stoke,Chelsea,0.0,2.0,A,7.0,10.0,10.0,3.0,0.6666666666666666,1.8333333333333333,D,L,L,D,W,D,18.0,2.0,6.0,16.0,-0.5,1.1666666666666667,DLL,DWD,1,5,-0.6666666666666666
3097,28/9/2008,Portsmouth,Tottenham,2.0,0.0,H,5.0,4.0,12.0,7.0,1.0,0.3333333333333333,L,W,W,D,L,D,8.0,11.0,6.0,-3.0,-1.1666666666666667,-0.5,LWW,DLD,6,2,0.6666666666666666
3098,28/9/2008,Wigan,Man City,2.0,1.0,H,7.0,15.0,4.0,7.0,0.8333333333333334,1.5,D,D,W,W,L,W,14.0,9.0,6.0,5.0,0.5,1.3333333333333333,DDW,WLW,5,6,-0.16666666666666666
3099,4/10/2008,Blackburn,Man United,0.0,2.0,A,6.0,6.0,11.0,4.0,1.1666666666666667,1.3333333333333333,W,L,L,W,D,L,7.0,1.0,6.0,6.0,-0.8333333333333334,0.3333333333333333,WLL,WDL,3,4,-0.16666666666666666
3100,4/10/2008,Sunderland,Arsenal,1.0,1.0,D,6.0,12.0,8.0,4.0,1.0,1.7142857142857142,L,W,D,L,W,W,15.0,3.0,7.0,12.0,-0.2857142857142857,1.1428571428571428,LWD,LWW,4,6,-0.2857142857142857
3101,4/10/2008,West Brom,Fulham,1.0,0.0,H,6.0,5.0,7.0,7.0,1.0,0.8571428571428571,W,L,W,L,L,L,18.0,17.0,7.0,1.0,-0.14285714285714285,-0.2857142857142857,WLW,LLL,6,0,0.8571428571428571
3102,4/10/2008,Wigan,Middlesbrough,0.0,1.0,A,9.0,6.0,5.0,9.0,1.1428571428571428,0.8571428571428571,W,D,D,L,L,L,14.0,13.0,7.0,1.0,0.5714285714285714,-0.42857142857142855,WDD,LLL,5,0,0.7142857142857143
3103,5/10/2008,Chelsea,Aston Villa,2.0,0.0,H,12.0,12.0,3.0,8.0,2.0,1.8571428571428572,W,D,W,W,W,W,2.0,6.0,7.0,-4.0,1.2857142857142858,0.5714285714285714,WDW,WWW,7,9,-0.2857142857142857
3104,5/10/2008,Everton,Newcastle,2.0,2.0,D,9.0,5.0,13.0,11.0,1.0,0.5714285714285714,L,D,W,L,L,L,5.0,12.0,7.0,-7.0,-0.5714285714285714,-0.8571428571428571,LDW,LLL,4,0,0.5714285714285714
3105,5/10/2008,Man City,Liverpool,2.0,3.0,A,16.0,7.0,9.0,2.0,1.2857142857142858,2.0,L,W,L,W,D,W,9.0,4.0,7.0,5.0,1.0,0.7142857142857143,LWL,WDW,3,7,-0.5714285714285714
3106,5/10/2008,Portsmouth,Stoke,2.0,1.0,H,7.0,7.0,12.0,12.0,1.2857142857142858,0.5714285714285714,W,L,W,L,D,L,8.0,18.0,7.0,-10.0,-0.7142857142857143,-0.7142857142857143,WLW,LDL,6,1,0.7142857142857143
3107,5/10/2008,Tottenham,Hull,0.0,1.0,A,4.0,9.0,9.0,11.0,0.2857142857142857,1.5714285714285714,L,D,L,W,D,W,11.0,18.0,7.0,-7.0,-0.7142857142857143,-0.2857142857142857,LDL,WDW,1,7,-0.8571428571428571
3108,5/10/2008,West Ham,Bolton,1.0,3.0,A,13.0,5.0,10.0,9.0,1.7142857142857142,0.5714285714285714,W,W,L,L,L,L,10.0,16.0,7.0,-6.0,0.42857142857142855,-0.5714285714285714,WWL,LLL,6,0,0.8571428571428571
3109,18/10/2008,Arsenal,Everton,3.0,1.0,H,12.0,9.0,4.0,13.0,1.7142857142857142,1.0,L,W,W,L,D,W,3.0,5.0,7.0,-2.0,1.1428571428571428,-0.5714285714285714,LWW,LDW,6,4,0.2857142857142857
3110,18/10/2008,Aston Villa,Portsmouth,0.0,0.0,D,12.0,9.0,10.0,13.0,1.625,1.5,L,W,W,W,W,L,6.0,8.0,8.0,-2.0,0.25,-0.5,LWW,WWL,6,6,0.0
3111,18/10/2008,Bolton,Blackburn,0.0,0.0,D,8.0,8.0,10.0,14.0,0.875,1.25,W,L,L,L,W,W,16.0,7.0,8.0,9.0,-0.25,-0.75,WLL,LWW,3,6,-0.375
3112,18/10/2008,Fulham,Sunderland,0.0,0.0,D,5.0,7.0,7.0,9.0,0.875,1.0,D,L,L,D,L,W,17.0,15.0,8.0,2.0,-0.25,-0.25,DLL,DLW,1,4,-0.375
3113,18/10/2008,Liverpool,Wigan,3.0,2.0,H,10.0,9.0,4.0,6.0,2.125,1.0,W,W,D,L,W,D,4.0,14.0,8.0,-10.0,0.75,0.375,WWD,LWD,7,4,0.375
3114,18/10/2008,Man United,West Brom,4.0,0.0,H,12.0,7.0,4.0,7.0,1.75,1.25,W,W,W,W,W,L,1.0,18.0,8.0,-17.0,1.0,0.0,WWW,WWL,9,6,0.375
3115,18/10/2008,Middlesbrough,Chelsea,0.0,5.0,A,7.0,14.0,9.0,3.0,1.125,2.125,W,L,L,W,W,D,13.0,2.0,8.0,11.0,-0.25,1.375,WLL,WWD,3,7,-0.5
3116,19/10/2008,Hull,West Ham,1.0,0.0,H,10.0,14.0,11.0,13.0,1.75,1.5,W,W,D,L,W,W,18.0,10.0,8.0,8.0,-0.125,0.125,WWD,LWW,7,6,0.125
3117,19/10/2008,Stoke,Tottenham,2.0,1.0,H,8.0,4.0,14.0,10.0,0.5,0.25,L,L,D,L,L,D,18.0,11.0,8.0,7.0,-0.75,-0.75,LLD,LLD,1,1,0.0
3118,20/10/2008,Newcastle,Man City,2.0,2.0,D,7.0,18.0,13.0,12.0,0.625,1.125,D,L,L,L,L,W,12.0,9.0,8.0,3.0,-0.75,0.75,DLL,LLW,1,3,-0.25
3119,25/10/2008,Blackburn,Middlesbrough,1.0,1.0,D,8.0,7.0,14.0,9.0,1.25,1.125,L,W,W,W,L,L,7.0,13.0,8.0,-6.0,-0.75,-0.25,LWW,WLL,6,3,0.375
3120,25/10/2008,Everton,Man United,1.0,1.0,D,12.0,13.0,18.0,5.0,0.8888888888888888,1.6666666666666667,L,D,L,D,W,W,5.0,1.0,9.0,4.0,-0.6666666666666666,0.8888888888888888,LDL,DWW,1,7,-0.6666666666666666
3121,25/10/2008,Sunderland,Newcastle,2.0,1.0,H,7.0,9.0,9.0,15.0,1.0,0.6666666666666666,D,D,L,D,D,L,15.0,12.0,9.0,3.0,-0.2222222222222222,-0.6666666666666666,DDL,DDL,2,2,0.0
3122,25/10/2008,West Brom,Hull,0.0,3.0,A,7.0,11.0,11.0,11.0,1.1111111111111112,1.8888888888888888,L,W,W,W,W,W,18.0,18.0,9.0,0.0,-0.4444444444444444,0.0,LWW,WWW,6,9,-0.3333333333333333
3123,26/10/2008,Chelsea,Liverpool,0.0,1.0,A,19.0,13.0,3.0,6.0,2.2222222222222223,2.2222222222222223,W,W,W,W,W,W,2.0,4.0,9.0,-2.0,1.7777777777777777,0.7777777777777778,WWW,WWW,9,9,0.0
3124,26/10/2008,Man City,Stoke,3.0,0.0,H,20.0,10.0,14.0,15.0,1.1111111111111112,0.7777777777777778,D,L,L,W,L,L,9.0,18.0,9.0,-9.0,0.6666666666666666,-0.5555555555555556,DLL,WLL,1,3,-0.2222222222222222
3125,26/10/2008,Portsmouth,Fulham,1.0,1.0,D,9.0,6.0,13.0,8.0,1.4444444444444444,0.8888888888888888,D,W,W,D,D,L,8.0,17.0,9.0,-9.0,-0.4444444444444444,-0.2222222222222222,DWW,DDL,7,2,0.5555555555555556
3126,26/10/2008,Tottenham,Bolton,2.0,0.0,H,5.0,8.0,12.0,10.0,0.2222222222222222,0.8888888888888888,L,L,L,D,W,L,11.0,16.0,9.0,-5.0,-0.7777777777777778,-0.2222222222222222,LLL,DWL,0,4,-0.4444444444444444
3127,26/10/2008,West Ham,Arsenal,0.0,2.0,A,14.0,16.0,14.0,6.0,1.3333333333333333,1.7777777777777777,L,L,W,W,D,L,10.0,3.0,9.0,7.0,0.0,1.1111111111111112,LLW,WDL,3,4,-0.1111111111111111
3128,26/10/2008,Wigan,Aston Villa,0.0,4.0,A,11.0,12.0,9.0,10.0,0.8888888888888888,1.5555555555555556,L,L,W,D,L,W,14.0,6.0,9.0,8.0,0.2222222222222222,0.2222222222222222,LLW,DLW,3,4,-0.1111111111111111
3129,28/10/2008,Newcastle,West Brom,2.0,1.0,H,9.0,7.0,15.0,11.0,0.6666666666666666,1.1111111111111112,D,D,L,L,W,W,12.0,18.0,9.0,-6.0,-0.6666666666666666,-0.4444444444444444,DDL,LWW,2,6,-0.4444444444444444
3130,29/10/2008,Arsenal,Tottenham,4.0,4.0,D,18.0,7.0,6.0,12.0,1.9,0.5,W,W,D,W,L,L,3.0,11.0,10.0,-8.0,1.2,-0.5,WWD,WLL,7,3,0.4
3131,29/10/2008,Aston Villa,Blackburn,3.0,2.0,H,16.0,9.0,10.0,15.0,1.7,1.2,W,D,L,D,D,L,6.0,7.0,10.0,-1.0,0.6,-0.6,WDL,DDL,4,2,0.2
3132,29/10/2008,Bolton,Everton,0.0,1.0,A,8.0,13.0,12.0,19.0,0.8,0.9,L,D,W,D,L,D,16.0,5.0,10.0,11.0,-0.4,-0.6,LDW,DLD,4,2,0.2
3133,29/10/2008,Fulham,Wigan,2.0,0.0,H,8.0,11.0,8.0,13.0,1.1,0.8,W,D,D,L,L,L,17.0,14.0,10.0,3.0,0.0,-0.2,WDD,LLL,5,0,0.5
3134,29/10/2008,Hull,Chelsea,0.0,3.0,A,14.0,19.0,11.0,4.0,2.0,2.0,W,W,W,L,W,W,18.0,2.0,10.0,16.0,0.3,1.5,WWW,LWW,9,6,0.3
3135,29/10/2008,Liverpool,Portsmouth,1.0,0.0,H,14.0,10.0,6.0,14.0,2.3,1.4,W,W,W,D,D,W,4.0,8.0,10.0,-4.0,0.8,-0.4,WWW,DDW,9,5,0.4
3136,29/10/2008,Man United,West Ham,2.0,0.0,H,15.0,14.0,5.0,16.0,1.8,1.2,W,D,W,L,L,L,1.0,10.0,10.0,-9.0,1.0,-0.2,WDW,LLL,7,0,0.7
3137,29/10/2008,Middlesbrough,Man City,2.0,0.0,H,8.0,23.0,15.0,14.0,1.0,1.3,D,L,W,W,D,L,13.0,9.0,10.0,4.0,-0.7,0.9,DLW,WDL,4,4,0.0
3138,29/10/2008,Stoke,Sunderland,1.0,0.0,H,10.0,9.0,18.0,10.0,0.7,1.2,L,W,L,W,D,D,18.0,15.0,10.0,3.0,-0.8,-0.1,LWL,WDD,3,5,-0.2
3139,1/11/2008,Chelsea,Sunderland,5.0,0.0,H,19.0,9.0,4.0,10.0,2.0,1.2,L,W,W,W,D,D,2.0,15.0,10.0,-13.0,1.5,-0.1,LWW,WDD,6,5,0.1
3140,1/11/2008,Everton,Fulham,1.0,0.0,H,14.0,8.0,19.0,9.0,1.0909090909090908,1.0,W,D,L,L,W,D,5.0,17.0,11.0,-12.0,-0.45454545454545453,-0.09090909090909091,WDL,LWD,4,4,0.0
3141,1/11/2008,Man United,Hull,4.0,3.0,H,19.0,14.0,8.0,14.0,1.9090909090909092,1.8181818181818181,W,W,D,L,W,W,1.0,18.0,11.0,-17.0,1.0,0.0,WWD,LWW,7,6,0.09090909090909091
3142,1/11/2008,Middlesbrough,West Ham,1.0,1.0,D,10.0,14.0,15.0,18.0,1.1818181818181819,1.0909090909090908,W,D,L,L,L,L,13.0,10.0,11.0,3.0,-0.45454545454545453,-0.36363636363636365,WDL,LLL,4,0,0.36363636363636365
3143,1/11/2008,Portsmouth,Wigan,1.0,2.0,A,10.0,11.0,15.0,15.0,1.2727272727272727,0.7272727272727273,L,D,D,L,L,L,8.0,14.0,11.0,-6.0,-0.45454545454545453,-0.36363636363636365,LDD,LLL,2,0,0.18181818181818182
3144,1/11/2008,Stoke,Arsenal,2.0,1.0,H,11.0,22.0,18.0,10.0,0.9090909090909091,1.8181818181818181,W,L,W,D,W,W,18.0,3.0,11.0,15.0,-0.6363636363636364,1.0909090909090908,WLW,DWW,6,7,-0.09090909090909091
3145,1/11/2008,Tottenham,Liverpool,2.0,1.0,H,11.0,15.0,16.0,6.0,0.5454545454545454,2.3636363636363638,D,W,L,W,W,W,11.0,4.0,11.0,7.0,-0.45454545454545453,0.8181818181818182,DWL,WWW,4,9,-0.45454545454545453
