Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HHW,AHW,HC,AC,HF,AF,HO,AO,HY,AY,HR,AR
E0,26/12/2001,West Ham,Derby,4,0,H,1,0,H,"Poll, G.",14,6,9,3,0,0,3,1,13,19,2,1,1,3,0,1
E0,29/12/2001,Arsenal,Middlesbrough,2,1,H,0,1,A,"D'Urso, A. P.",16,3,6,2,0,0,9,1,17,13,7,4,3,4,0,0
E0,29/12/2001,Aston Villa,Tottenham,1,1,D,0,1,A,"Wolstenholme, E. K.",12,7,7,4,0,0,12,1,12,10,4,3,0,3,0,0
E0,29/12/2001,Blackburn,Derby,0,1,A,0,1,A,"Pugh, D.",16,7,5,5,0,0,13,4,13,20,5,5,2,4,0,0
E0,29/12/2001,Bolton,Leicester,2,2,D,1,2,A,"Riley, M. A.",5,14,3,8,1,0,4,10,11,15,2,5,2,3,2,1
E0,29/12/2001,Everton,Charlton,0,3,A,0,1,A,"Barber, G. P.",7,8,3,4,0,0,3,6,16,12,0,2,1,3,0,0
E0,29/12/2001,Ipswich,Sunderland,5,0,H,4,0,H,"Poll, G.",13,10,8,3,0,1,3,3,6,4,0,1,1,1,0,0
E0,29/12/2001,Newcastle,Chelsea,1,2,A,1,2,A,"Bennett, S. G.",10,12,7,8,0,0,5,3,11,21,6,1,0,3,0,0
E0,29/12/2001,Southampton,Leeds,0,1,A,0,0,D,"Halsey, M. R.",12,13,6,7,0,1,3,5,17,15,0,5,1,1,0,0
E0,29/12/2001,West Ham,Liverpool,1,1,D,1,0,H,"Styles, R.",17,12,8,8,0,0,9,5,5,8,2,0,1,0,0,0
E0,30/12/2001,Fulham,Man United,2,3,A,1,2,A,"Gallagher, D. J.",17,19,9,10,2,0,4,3,14,8,1,3,0,2,0,0
E0,1/1/2002,Charlton,Ipswich,3,2,H,2,2,D,"Rennie, U. D.",13,6,8,4,0,1,11,4,19,12,6,5,2,2,0,0
E0,1/1/2002,Chelsea,Southampton,2,4,A,2,1,H,"Wolstenholme, E. K.",13,8,6,5,0,0,2,6,14,18,2,10,2,1,0,0
E0,1/1/2002,Leeds,West Ham,3,0,H,2,0,H,"Dunn, S. W.",12,9,11,4,0,0,8,6,15,8,0,2,3,2,0,0
E0,1/1/2002,Liverpool,Bolton,1,1,D,0,0,D,"Wilkes, C. R.",15,7,5,6,0,0,4,8,8,15,3,5,1,4,0,0
E0,1/1/2002,Middlesbrough,Everton,1,0,H,0,0,D,"Styles, R.",10,11,4,3,0,1,5,6,12,10,1,0,1,2,0,0
E0,1/1/2002,Sunderland,Aston Villa,1,1,D,0,0,D,"Riley, M. A.",18,8,11,4,0,0,7,0,14,13,4,5,1,3,0,0
E0,1/1/2002,Tottenham,Blackburn,1,0,H,1,0,H,"Winter, J. T.",12,11,7,7,0,0,7,9,14,17,5,7,0,1,0,0
E0,2/1/2002,Derby,Fulham,0,1,A,0,0,D,"Knight, B.",10,8,0,4,0,0,10,3,17,7,6,5,1,2,0,0
E0,2/1/2002,Man United,Newcastle,3,1,H,1,0,H,"Jones, P.",11,11,7,6,0,0,6,5,11,8,2,4,1,1,0,0
E0,9/1/2002,Southampton,Liverpool,2,0,H,0,0,D,"Poll, G.",9,7,7,4,0,0,5,6,12,7,3,4,0,1,0,0
E0,12/1/2002,Aston Villa,Derby,2,1,H,2,1,H,"Halsey, M. R.",9,3,5,1,0,0,4,1,15,13,5,5,2,3,0,1
E0,12/1/2002,Blackburn,Charlton,4,1,H,2,0,H,"Barry, N. S.",18,9,11,6,1,1,7,2,12,11,7,3,0,0,0,1
E0,12/1/2002,Bolton,Chelsea,2,2,D,0,0,D,"Winter, J. T.",11,9,5,4,0,0,10,3,10,11,5,6,0,1,0,0
E0,12/1/2002,Everton,Sunderland,1,0,H,1,0,H,"Elleray, D. R.",9,6,5,1,0,0,4,5,11,16,2,0,1,1,0,0
E0,12/1/2002,Fulham,Middlesbrough,2,1,H,2,1,H,"Dean, M. L",19,8,11,4,0,0,10,2,15,18,2,4,1,2,0,0
E0,12/1/2002,Ipswich,Tottenham,2,1,H,1,0,H,"Messias, M. D.",8,11,5,6,0,0,5,5,3,1,0,0,0,1,0,0
E0,12/1/2002,Newcastle,Leeds,3,1,H,1,1,D,"Barber, G. P.",16,8,8,6,0,0,6,1,17,28,0,2,3,6,0,1
E0,12/1/2002,West Ham,Leicester,1,0,H,1,0,H,"Gallagher, D. J.",11,5,7,3,0,0,5,4,10,11,6,2,1,2,0,0
E0,13/1/2002,Arsenal,Liverpool,1,1,D,0,0,D,"Dunn, S. W.",11,5,4,2,1,0,3,1,15,16,3,3,1,1,0,0
E0,13/1/2002,Southampton,Man United,1,3,A,1,2,A,"Bennett, S. G.",12,11,4,7,2,1,8,6,11,8,3,1,1,1,0,0
E0,19/1/2002,Derby,Ipswich,1,3,A,0,0,D,"Durkin, P. A.",13,13,5,5,0,1,3,3,7,16,5,0,0,2,0,0
E0,19/1/2002,Leicester,Newcastle,0,0,D,0,0,D,"Wiley, A. G.",8,9,4,3,0,0,6,11,17,19,3,3,2,2,0,0
E0,19/1/2002,Liverpool,Southampton,1,1,D,1,0,H,"Barry, N. S.",9,6,5,2,0,1,8,3,10,17,0,3,0,1,0,0
E0,19/1/2002,Man United,Blackburn,2,1,H,1,0,H,"Rennie, U. D.",16,10,6,4,1,0,8,3,13,13,4,2,1,0,0,0
E0,19/1/2002,Middlesbrough,Bolton,1,1,D,1,0,H,"Poll, G.",11,7,3,4,0,0,2,6,16,17,4,4,1,1,0,0
E0,19/1/2002,Sunderland,Fulham,1,1,D,0,1,A,"Jones, P.",16,9,8,2,0,1,11,2,19,13,1,4,3,2,0,0
E0,19/1/2002,Tottenham,Everton,1,1,D,1,1,D,"Wilkes, C. R.",12,4,4,2,1,0,14,5,14,17,4,3,0,2,0,0
E0,20/1/2002,Chelsea,West Ham,5,1,H,1,0,H,"D'Urso, A. P.",22,5,15,4,0,0,6,4,13,10,0,4,3,1,0,1
E0,20/1/2002,Leeds,Arsenal,1,1,D,1,1,D,"Halsey, M. R.",6,9,1,6,0,0,3,7,18,16,1,0,1,2,0,0
E0,21/1/2002,Charlton,Aston Villa,1,2,A,0,2,A,"Styles, R",9,7,5,3,0,0,3,2,7,11,7,7,1,1,0,0
E0,22/1/2002,Man United,Liverpool,0,1,A,0,0,D,"Barber, G. P.",12,9,3,5,0,0,11,2,15,16,0,1,1,2,0,0
E0,23/1/2002,Leicester,Arsenal,1,3,A,0,2,A,"Elleray, D. R.",3,13,2,8,0,1,7,7,12,9,2,2,2,0,0,0
E0,29/1/2002,Bolton,Man United,0,4,A,0,2,A,"D'Urso, A. P.",15,21,4,12,0,1,1,9,10,9,1,4,0,0,0,0
E0,29/1/2002,Charlton,Derby,1,0,H,0,0,D,"Pugh, D.",11,3,3,2,0,0,9,0,11,13,3,6,1,2,0,0
E0,29/1/2002,Sunderland,Middlesbrough,0,1,A,0,1,A,"Durkin, P.",18,6,8,2,0,0,15,3,12,13,3,3,0,2,0,1
E0,30/1/2002,Aston Villa,Everton,0,0,D,0,0,D,"Foy, C. J.",8,6,2,0,1,0,5,1,14,21,0,2,1,3,0,0
E0,30/1/2002,Blackburn,Arsenal,2,3,A,2,2,D,"Gallagher, D. J.",10,9,4,5,0,0,6,2,18,21,2,7,2,2,0,1
E0,30/1/2002,Chelsea,Leeds,2,0,H,2,0,H,"Bennett, S. G.",14,6,3,4,1,0,5,6,11,22,1,6,1,2,0,0
E0,30/1/2002,Ipswich,Fulham,1,0,H,1,0,H,"Wiley, A. G.",13,7,8,3,0,0,10,5,18,11,4,1,1,2,0,0
E0,30/1/2002,Liverpool,Leicester,1,0,H,0,0,D,"Knight, B.",11,3,4,0,0,0,9,3,9,21,3,1,1,2,0,0
E0,30/1/2002,Southampton,West Ham,2,0,H,1,0,H,"Dowd, P.",10,11,8,4,0,0,4,2,16,13,2,1,0,3,0,0
E0,30/1/2002,Tottenham,Newcastle,1,3,A,1,0,H,"Dean, M. L",8,10,6,4,0,0,5,4,8,5,1,2,1,1,0,0
E0,2/2/2002,Arsenal,Southampton,1,1,D,1,0,H,"Wilkes, C. R.",14,4,4,1,1,0,4,3,13,22,6,7,2,3,0,0
E0,2/2/2002,Derby,Tottenham,1,0,H,1,0,H,"Rennie, U. D.",12,7,7,3,0,0,9,6,21,8,6,7,3,2,0,0
E0,2/2/2002,Everton,Ipswich,1,2,A,1,2,A,"Dunn, S. W.",9,5,4,3,0,0,2,4,19,16,3,0,1,0,0,0
E0,2/2/2002,Fulham,Aston Villa,0,0,D,0,0,D,"Messias, M. D.",9,15,3,9,0,0,9,4,12,14,3,3,1,2,0,0
E0,2/2/2002,Leicester,Chelsea,2,3,A,1,0,H,"Barber, G. P.",16,9,9,5,0,0,6,2,16,17,3,1,1,3,0,0
E0,2/2/2002,Man United,Sunderland,4,1,H,4,1,H,"Styles, R.",18,6,8,3,1,0,11,2,6,11,4,2,1,3,0,0
E0,2/2/2002,Newcastle,Bolton,3,2,H,2,2,D,"Elleray, D. R.",10,10,6,6,0,0,13,6,3,9,2,2,0,0,0,0
E0,2/2/2002,West Ham,Blackburn,2,0,H,1,0,H,"Jones, P.",13,14,6,2,0,1,5,8,10,20,1,1,2,3,0,0
E0,3/2/2002,Leeds,Liverpool,0,4,A,0,1,A,"Poll, G.",13,11,5,7,0,1,7,6,14,9,2,0,2,1,0,0
E0,3/2/2002,Middlesbrough,Charlton,0,0,D,0,0,D,"Riley, M. A.",7,8,3,2,0,0,5,7,17,15,0,5,1,2,0,0
E0,9/2/2002,Aston Villa,Chelsea,1,1,D,1,0,H,"Durkin, P. A.",7,9,3,3,0,0,3,8,10,10,4,4,1,1,0,0
E0,9/2/2002,Bolton,West Ham,1,0,H,1,0,H,"Pugh, D.",4,9,3,2,0,0,4,10,11,12,1,4,1,3,0,0
E0,9/2/2002,Derby,Sunderland,0,1,A,0,0,D,"Poll, G.",9,8,4,4,1,0,7,8,13,15,1,8,0,1,0,0
E0,9/2/2002,Fulham,Blackburn,2,0,H,1,0,H,"Halsey, M. R.",13,10,8,6,1,2,5,2,18,15,4,1,3,2,0,1
E0,9/2/2002,Ipswich,Liverpool,0,6,A,0,2,A,"Bennett, S. G.",4,14,2,11,0,0,7,9,2,4,2,4,0,0,0,0
E0,9/2/2002,Middlesbrough,Leeds,2,2,D,0,1,A,"Barry, N. S.",10,10,5,6,0,0,7,4,15,11,4,6,1,1,0,0
E0,9/2/2002,Newcastle,Southampton,3,1,H,3,1,H,"Knight, B.",16,11,10,4,2,0,5,4,7,8,3,3,0,1,0,0
E0,9/2/2002,Tottenham,Leicester,2,1,H,1,0,H,"D'Urso, A. P.",12,7,4,6,1,0,8,8,8,9,3,5,0,1,0,0
E0,10/2/2002,Charlton,Man United,0,2,A,0,1,A,"Wiley, A. G.",9,10,1,5,0,0,7,5,8,9,1,2,0,1,0,0
E0,10/2/2002,Everton,Arsenal,0,1,A,0,0,D,"Winter, J. T.",6,6,2,3,1,0,1,5,17,20,3,6,0,5,0,0
E0,19/2/2002,Middlesbrough,Fulham,2,1,H,1,0,H,"Gallagher, D. J.",11,10,5,5,1,0,8,10,13,14,6,3,1,2,0,0
E0,23/2/2002,Arsenal,Fulham,4,1,H,3,1,H,"Rennie, U. D.",16,6,10,5,1,0,7,5,19,14,4,1,0,1,0,0
E0,23/2/2002,Leicester,Derby,0,3,A,0,0,D,"Riley, M. A.",6,5,3,4,0,0,8,2,16,15,1,0,4,2,0,0
E0,23/2/2002,Liverpool,Everton,1,1,D,0,0,D,"Elleray, D. R.",13,6,5,3,0,0,9,4,9,13,4,2,0,2,0,0
E0,23/2/2002,Man United,Aston Villa,1,0,H,0,0,D,"Winter, J. T.",14,4,4,2,0,0,9,2,9,9,5,4,0,0,0,0
E0,23/2/2002,Southampton,Bolton,0,0,D,0,0,D,"Wolstenholme, E. K.",8,4,2,2,0,0,6,6,17,9,1,7,1,3,1,0
E0,23/2/2002,West Ham,Middlesbrough,1,0,H,0,0,D,"Foy, C. J.",12,7,8,4,0,0,12,3,17,11,1,1,2,5,0,1
E0,24/2/2002,Leeds,Charlton,0,0,D,0,0,D,"Dean, M. L",14,9,2,2,1,0,9,2,12,17,5,3,0,3,0,0
E0,24/2/2002,Sunderland,Newcastle,0,1,A,0,0,D,"Barber, G. P.",11,13,4,5,0,1,5,11,19,16,1,1,3,1,0,0
E0,2/3/2002,Aston Villa,West Ham,2,1,H,1,1,D,"Barber, G. P.",10,4,7,3,0,0,9,4,12,19,3,1,0,1,0,0
E0,2/3/2002,Bolton,Blackburn,1,1,D,1,0,H,"Durkin, P. A.",11,6,5,3,0,0,7,5,22,11,3,1,1,0,0,1
E0,2/3/2002,Charlton,Chelsea,2,1,H,0,0,D,"Poll, G.",9,4,6,2,0,0,5,4,13,13,9,2,2,1,0,0
E0,2/3/2002,Fulham,Liverpool,0,2,A,0,1,A,"Wiley, A. G.",11,10,5,4,1,0,8,4,13,14,0,3,3,2,0,0
E0,2/3/2002,Ipswich,Southampton,1,3,A,0,0,D,"Halsey, M. R.",8,5,4,4,0,0,4,3,9,5,1,0,0,1,0,0
E0,2/3/2002,Middlesbrough,Leicester,1,0,H,1,0,H,"Wolstenholme, E. K.",11,6,7,1,1,0,5,6,17,15,7,3,2,4,0,0
E0,2/3/2002,Newcastle,Arsenal,0,2,A,0,2,A,"Barry, N. S.",13,9,6,6,0,0,5,8,17,17,3,4,0,1,0,0
E0,2/3/2002,Tottenham,Sunderland,2,1,H,1,1,D,"Styles, R.",17,7,7,2,0,0,5,5,5,8,2,2,0,1,0,0
E0,3/3/2002,Derby,Man United,2,2,D,1,1,D,"Dunn, S. W.",12,22,7,9,0,2,4,10,12,13,4,5,2,0,0,0
E0,3/3/2002,Everton,Leeds,0,0,D,0,0,D,"D'Urso, A. P.",12,7,7,3,0,0,3,4,9,21,1,1,1,2,0,1
E0,5/3/2002,Arsenal,Derby,1,0,H,0,0,D,"Barber, G. P.",17,0,8,0,1,0,9,1,13,16,7,2,1,2,0,0
E0,5/3/2002,Blackburn,Aston Villa,3,0,H,1,0,H,"Bennett, S. G.",21,6,9,4,3,0,5,5,11,15,7,5,1,2,0,0
E0,5/3/2002,Sunderland,Bolton,1,0,H,1,0,H,"Poll, G.",11,10,4,4,0,0,1,7,13,14,6,4,2,1,0,0
E0,6/3/2002,Chelsea,Fulham,3,2,H,2,1,H,"Jones, P.",14,12,8,6,0,1,3,5,12,12,7,3,1,0,0,0
E0,6/3/2002,Leeds,Ipswich,2,0,H,0,0,D,"Gallagher, D. J.",11,9,7,3,0,0,7,5,11,15,1,2,1,3,0,0
E0,6/3/2002,Liverpool,Newcastle,3,0,H,1,0,H,"Winter, J. T.",23,11,11,2,1,0,5,6,8,13,5,1,0,0,0,0
E0,6/3/2002,Man United,Tottenham,4,0,H,2,0,H,"Riley, M. A.",25,7,14,2,0,0,14,3,6,13,4,1,2,3,0,1
E0,6/3/2002,Southampton,Middlesbrough,1,1,D,1,0,H,"Rennie, U. D.",9,4,4,1,0,0,13,1,17,12,5,3,1,1,0,1
E0,6/3/2002,West Ham,Everton,1,0,H,0,0,D,"Knight, B.",16,6,6,2,0,0,10,3,8,13,4,0,0,2,0,0
E0,9/3/2002,Leicester,Charlton,1,1,D,1,1,D,"Wilkes, C. R.",10,11,5,6,0,1,11,5,15,16,1,4,1,3,0,0
E0,13/3/2002,Blackburn,Ipswich,2,1,H,2,0,H,"Dowd, P.",11,6,7,3,0,0,9,2,24,17,9,8,3,2,0,0
E0,13/3/2002,Chelsea,Tottenham,4,0,H,1,0,H,"Wiley, A. G.",24,5,13,0,0,0,6,3,10,14,0,5,1,3,0,1
E0,16/3/2002,Bolton,Derby,1,3,A,0,1,A,"Elleray, D. R.",6,3,2,2,0,1,7,3,13,13,3,4,0,0,1,0
E0,16/3/2002,Chelsea,Sunderland,4,0,H,1,0,H,"Knight, B.",12,8,7,3,0,0,6,3,8,13,0,7,2,2,0,0
E0,16/3/2002,Everton,Fulham,2,1,H,2,0,H,"Barber, G. P.",5,11,2,5,0,1,0,11,16,15,3,3,2,4,1,0
E0,16/3/2002,Middlesbrough,Liverpool,1,2,A,0,1,A,"D'Urso, A. P.",15,8,5,7,0,0,7,3,10,12,3,7,0,2,0,0
E0,16/3/2002,Newcastle,Ipswich,2,2,D,0,0,D,"Riley, M. A.",20,7,8,4,0,0,12,3,11,15,2,0,1,1,0,0
E0,16/3/2002,Southampton,Leicester,2,2,D,1,2,A,"Dean, M. L",9,6,5,4,1,1,6,2,15,13,1,10,0,3,0,0
E0,16/3/2002,West Ham,Man United,3,5,A,2,2,D,"Halsey, M. R.",10,14,3,9,0,0,3,3,13,8,1,2,2,2,0,0
E0,17/3/2002,Aston Villa,Arsenal,1,2,A,1,0,H,"Dunn, S. W.",8,6,3,3,0,0,10,2,10,12,0,5,1,2,0,0
E0,17/3/2002,Leeds,Blackburn,3,1,H,2,0,H,"Poll, G.",18,15,8,8,0,0,4,4,15,16,3,0,2,1,0,0
E0,18/3/2002,Tottenham,Charlton,0,1,A,0,0,D,"Winter, J. T.",13,10,5,4,1,0,4,6,5,13,0,3,1,0,0,0
E0,23/3/2002,Charlton,Bolton,1,2,A,0,2,A,"Foy, C. J.",6,6,4,4,0,0,4,1,15,17,5,6,1,2,0,0
E0,23/3/2002,Derby,Everton,3,4,A,0,1,A,"Barry, N. S.",12,8,4,7,0,0,8,0,12,21,6,9,2,3,0,0
E0,23/3/2002,Ipswich,Aston Villa,0,0,D,0,0,D,"Pugh, D.",13,6,3,2,1,0,8,6,15,12,4,3,1,2,0,0
E0,23/3/2002,Leicester,Leeds,0,2,A,0,2,A,"Dunn, S. W.",11,12,5,8,2,2,8,7,12,10,0,0,2,2,0,0
E0,23/3/2002,Man United,Middlesbrough,0,1,A,0,1,A,"Bennett, S. G.",18,5,4,3,0,0,6,2,9,11,3,1,4,2,0,0
E0,23/3/2002,Sunderland,Southampton,1,1,D,0,0,D,"Messias, M. D.",10,14,7,8,0,0,3,8,10,14,5,0,2,3,0,0
E0,24/3/2002,Fulham,Tottenham,0,2,A,0,2,A,"Durkin, P. A.",9,11,3,4,0,0,4,6,16,13,1,1,2,2,0,0
E0,24/3/2002,Liverpool,Chelsea,1,0,H,0,0,D,"Halsey, M. R.",8,10,4,1,0,0,5,3,17,13,11,1,1,1,0,0
E0,29/3/2002,Newcastle,Everton,6,2,H,2,2,D,"Poll, G.",18,7,9,4,0,0,4,1,5,8,1,0,0,3,0,0
E0,30/3/2002,Arsenal,Sunderland,3,0,H,3,0,H,"Durkin, P. A.",13,13,10,5,0,0,5,4,8,17,5,6,0,3,0,0
E0,30/3/2002,Bolton,Aston Villa,3,2,H,2,2,D,"Styles, R.",9,9,6,3,0,0,2,5,16,13,8,3,3,1,0,0
E0,30/3/2002,Chelsea,Derby,2,1,H,0,0,D,"Dean, M. L",13,2,6,1,3,0,6,3,13,10,6,9,3,4,0,0
E0,30/3/2002,Leeds,Man United,3,4,A,1,3,A,"Elleray, D. R.",16,13,11,7,0,1,2,3,10,9,3,1,1,2,0,0
E0,30/3/2002,Leicester,Blackburn,2,1,H,1,0,H,"Barber, G. P.",9,12,6,4,0,1,6,6,12,24,3,0,0,1,0,0
E0,30/3/2002,Liverpool,Charlton,2,0,H,2,0,H,"Gallagher, D. J.",14,6,8,1,0,0,6,6,6,10,4,8,1,2,0,0
E0,30/3/2002,Middlesbrough,Tottenham,1,1,D,0,1,A,"Dowd, P.",8,10,3,6,0,1,9,6,9,16,3,1,0,3,0,0
E0,30/3/2002,Southampton,Fulham,1,1,D,1,1,D,"Winter, J. T.",11,7,6,2,1,1,5,8,12,17,5,3,1,1,0,0
E0,30/3/2002,West Ham,Ipswich,3,1,H,1,0,H,"Wiley, A. G.",18,12,11,5,0,0,8,4,9,13,4,2,0,2,0,0
E0,1/4/2002,Blackburn,Southampton,2,0,H,2,0,H,"Wilkes, C. R.",7,5,4,2,0,0,5,2,10,13,7,4,0,1,0,0
E0,1/4/2002,Charlton,Arsenal,0,3,A,0,3,A,"D'Urso, A. P.",5,12,5,8,0,0,9,2,7,15,3,0,2,2,0,0
E0,1/4/2002,Derby,Middlesbrough,0,1,A,0,1,A,"Durkin, P. A.",7,6,4,1,0,0,7,7,14,17,2,9,1,0,0,0
E0,1/4/2002,Everton,Bolton,3,1,H,1,0,H,"Bennett, S. G.",10,12,5,3,0,2,5,5,8,11,5,1,1,1,1,1
E0,1/4/2002,Fulham,West Ham,0,1,A,0,1,A,"Halsey, M. R.",10,3,2,2,0,0,7,1,10,12,3,0,1,1,0,0
E0,1/4/2002,Ipswich,Chelsea,0,0,D,0,0,D,"Wolstenholme, E. K.",9,7,5,2,0,0,6,8,6,9,4,8,0,0,0,0
E0,1/4/2002,Sunderland,Leicester,2,1,H,2,1,H,"Barry, N. S.",12,9,9,7,1,0,5,1,12,11,1,5,3,2,0,0
E0,1/4/2002,Tottenham,Leeds,2,1,H,2,0,H,"Rennie, U. D.",8,17,5,8,0,0,1,7,15,12,3,1,2,0,0,0
E0,2/4/2002,Aston Villa,Newcastle,1,1,D,1,1,D,"Dunn, S. W.",16,6,7,1,0,1,11,2,12,15,4,5,0,0,0,0
E0,6/4/2002,Arsenal,Tottenham,2,1,H,1,0,H,"Halsey, M. R.",13,2,5,2,0,0,10,1,15,17,1,5,1,4,0,0
E0,6/4/2002,Bolton,Ipswich,4,1,H,4,0,H,"Winter, J. T.",9,9,5,4,0,0,3,8,9,11,3,1,0,0,0,0
E0,6/4/2002,Chelsea,Everton,3,0,H,2,0,H,"Elleray, D. R.",19,12,8,6,0,1,7,8,6,10,1,3,0,1,0,0
E0,6/4/2002,Leicester,Man United,0,1,A,0,0,D,"D'Urso, A. P.",13,13,3,4,0,0,4,10,13,8,1,2,1,1,0,0
E0,6/4/2002,Middlesbrough,Aston Villa,2,1,H,1,0,H,"Barber, G. P.",7,12,3,9,0,0,5,8,9,15,10,6,0,0,0,0
E0,6/4/2002,Southampton,Derby,2,0,H,1,0,H,"Bennett, S. G.",10,8,5,3,1,1,5,6,10,9,3,1,1,0,0,0
E0,6/4/2002,West Ham,Charlton,2,0,H,2,0,H,"Riley, M. A.",11,18,4,8,1,3,3,13,7,9,4,2,1,4,0,0
E0,7/4/2002,Leeds,Sunderland,2,0,H,1,0,H,"Jones, P.",14,8,7,0,0,0,8,4,18,14,12,2,2,1,0,0
E0,8/4/2002,Newcastle,Fulham,1,1,D,1,0,H,"Wiley, A. G.",7,5,4,3,0,0,6,2,16,10,6,4,1,0,0,0
E0,10/4/2002,Blackburn,Chelsea,0,0,D,0,0,D,"Dunn, S. W.",15,8,7,2,0,0,5,5,7,13,4,1,0,0,0,0
E0,13/4/2002,Aston Villa,Leeds,0,1,A,0,1,A,"Knight, B.",10,5,5,2,0,0,7,2,16,18,2,11,2,3,0,0
E0,13/4/2002,Charlton,Southampton,1,1,D,1,0,H,"Dowd, P.",8,10,5,6,0,0,7,5,21,12,1,1,2,2,0,0
E0,13/4/2002,Derby,Newcastle,2,3,A,0,0,D,"Styles, R.",6,15,2,9,0,2,6,2,13,11,2,9,3,1,0,0
E0,13/4/2002,Everton,Leicester,2,2,D,0,2,A,"Rennie, U. D.",16,6,8,2,0,0,13,4,15,6,3,5,1,1,0,0
E0,13/4/2002,Sunderland,Liverpool,0,1,A,0,0,D,"Gallagher, D. J.",10,10,5,5,0,1,4,3,10,11,2,13,1,2,1,0
E0,13/4/2002,Tottenham,West Ham,1,1,D,0,0,D,"Barry, N. S.",16,12,6,5,0,0,3,5,11,6,1,3,0,0,0,0
E0,20/4/2002,Bolton,Tottenham,1,1,D,0,1,A,"Messias, M. D.",13,10,6,4,1,0,13,3,13,15,2,4,1,3,0,0
E0,20/4/2002,Chelsea,Man United,0,3,A,0,2,A,"Barber, G. P.",7,6,2,5,0,0,12,5,9,6,3,8,4,1,0,0
E0,20/4/2002,Leeds,Fulham,0,1,A,0,0,D,"Styles, R.",9,7,4,4,0,0,1,4,12,16,4,1,2,3,0,0
E0,20/4/2002,Leicester,Aston Villa,2,2,D,1,2,A,"Poll, G.",10,16,7,11,1,1,5,4,11,15,3,0,1,0,0,0
E0,20/4/2002,Liverpool,Derby,2,0,H,1,0,H,"Riley, M. A.",13,4,5,1,0,0,9,4,8,16,6,3,0,3,0,0
E0,20/4/2002,Middlesbrough,Blackburn,1,3,A,0,1,A,"Barry, N. S.",8,9,2,5,0,0,7,9,15,21,3,1,3,3,1,0
E0,20/4/2002,Newcastle,Charlton,3,0,H,1,0,H,"Dean, M. L",12,4,8,1,0,0,8,7,12,9,0,2,1,2,0,0
E0,20/4/2002,Southampton,Everton,0,1,A,0,1,A,"Halsey, M. R.",6,7,0,5,1,0,1,7,13,18,4,4,2,0,0,0
E0,20/4/2002,West Ham,Sunderland,3,0,H,1,0,H,"Bennett, S. G.",16,10,7,5,0,0,9,6,8,9,4,2,3,2,0,0
E0,21/4/2002,Arsenal,Ipswich,2,0,H,0,0,D,"Wiley, A. G.",20,7,8,2,3,1,14,2,9,9,3,0,1,0,0,0
E0,23/4/2002,Blackburn,Newcastle,2,2,D,1,0,H,"Rennie, U. D.",12,21,5,9,0,1,6,6,15,11,0,3,0,2,0,0
E0,23/4/2002,Fulham,Bolton,3,0,H,1,0,H,"Durkin, P. A.",12,7,7,2,1,3,3,6,5,9,3,5,0,0,0,0
E0,24/4/2002,Arsenal,West Ham,2,0,H,0,0,D,"Dunn, S. W.",20,5,9,1,0,0,12,2,12,13,1,4,2,2,0,0
E0,24/4/2002,Ipswich,Middlesbrough,1,0,H,0,0,D,"D'Urso, A. P.",17,13,7,4,1,0,4,5,13,13,4,2,0,2,0,0
E0,27/4/2002,Aston Villa,Southampton,2,1,H,2,0,H,"Elleray, D. R.",8,7,5,3,0,1,7,1,11,8,3,7,2,1,0,0
E0,27/4/2002,Charlton,Sunderland,2,2,D,1,2,A,"Wolstenholme, E. K.",11,6,7,3,0,0,10,5,16,13,3,4,2,3,0,0
E0,27/4/2002,Derby,Leeds,0,1,A,0,1,A,"Poll, G.",9,10,1,4,0,1,5,6,12,19,3,10,2,0,0,0
E0,27/4/2002,Fulham,Leicester,0,0,D,0,0,D,"Yates, N",9,4,2,2,0,0,7,2,12,15,3,2,3,4,0,0
E0,27/4/2002,Ipswich,Man United,0,1,A,0,1,A,"Styles, R.",12,16,4,8,0,1,5,5,11,10,3,3,2,0,0,0
E0,27/4/2002,Middlesbrough,Chelsea,0,2,A,0,2,A,"Knight, B.",10,14,2,8,0,0,4,6,11,13,7,7,3,1,0,0
E0,27/4/2002,Newcastle,West Ham,3,1,H,1,1,D,"Durkin, P. A.",16,11,5,5,1,0,8,2,10,8,4,4,1,2,0,0
E0,27/4/2002,Tottenham,Liverpool,1,0,H,1,0,H,"Jones, P.",11,11,5,7,0,1,3,8,9,11,6,2,1,1,0,0
E0,28/4/2002,Everton,Blackburn,1,2,A,0,1,A,"Winter, J. T.",10,14,4,6,0,1,9,5,12,9,3,7,2,2,0,0
E0,29/4/2002,Bolton,Arsenal,0,2,A,0,2,A,"Gallagher, D. J.",7,8,1,4,1,2,7,3,10,8,2,6,0,0,0,0
E0,8/5/2002,Liverpool,Blackburn,4,3,H,2,1,H,"Wiley, A. G.",15,9,7,7,0,0,8,7,9,12,3,3,1,1,0,0
E0,8/5/2002,Man United,Arsenal,0,1,A,0,0,D,"Durkin, P. A.",9,5,3,2,0,0,6,5,21,16,1,2,4,2,0,0
E0,11/5/2002,Arsenal,Everton,4,3,H,2,2,D,"Halsey, M. R.",17,14,6,6,0,1,4,3,7,5,4,3,0,0,0,0
