Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HHW,AHW,HC,AC,HF,AF,HO,AO,HY,AY,HR,AR
E0,8/9/2001,Derby,West Ham,0,0,D,0,0,D,C. R. Wilkes,6,10,3,4,0,1,3,4,22,19,3,1,5,2,0,0
E0,8/9/2001,Leeds,Bolton,0,0,D,0,0,D,S. G. Bennett,11,8,6,4,0,0,7,5,13,17,7,0,1,1,0,0
E0,8/9/2001,Leicester,Ipswich,1,1,D,0,1,A,B. Knight,12,13,7,9,0,0,6,3,26,24,2,2,3,3,1,1
E0,8/9/2001,Liverpool,Aston Villa,1,3,A,0,1,A,A. P. D'Urso,12,10,7,7,0,0,7,0,19,14,1,2,3,1,1,0
E0,8/9/2001,Man United,Everton,4,1,H,2,0,H,D. J. Gallagher,18,5,9,1,1,2,6,2,7,11,1,3,0,1,0,0
E0,8/9/2001,Middlesbrough,Newcastle,1,4,A,1,1,D,G. Poll,8,8,4,5,0,0,3,3,15,17,4,4,1,3,1,0
E0,8/9/2001,Sunderland,Blackburn,1,0,H,0,0,D,M. L Dean,11,10,4,4,0,0,4,10,9,14,3,1,2,3,0,0
E0,9/9/2001,Charlton,Fulham,1,1,D,1,1,D,J. T. Winter,7,16,4,5,0,0,5,6,22,12,0,2,2,1,0,0
E0,9/9/2001,Tottenham,Southampton,2,0,H,0,0,D,A. G. Wiley,18,15,6,6,1,0,3,3,15,16,3,4,0,0,0,0
E0,15/9/2001,Bolton,Southampton,0,1,A,0,0,D,D. Pugh,4,10,0,6,2,0,3,2,11,19,4,4,1,1,0,0
E0,15/9/2001,Derby,Leicester,2,3,A,1,1,D,G. P. Barber,15,12,9,6,0,1,8,8,16,23,1,1,5,3,0,0
E0,15/9/2001,Everton,Liverpool,1,3,A,1,2,A,P.A. Durkin,11,13,5,9,0,0,4,2,16,13,0,2,0,1,0,0
E0,15/9/2001,Fulham,Arsenal,1,3,A,0,1,A,A.G. Wiley,6,11,3,6,0,0,4,5,18,20,3,0,3,4,0,0
E0,15/9/2001,Middlesbrough,West Ham,2,0,H,2,0,H,M. A. Riley,13,5,5,1,0,0,8,1,16,23,2,3,2,3,0,1
E0,15/9/2001,Newcastle,Man United,4,3,H,2,1,H,S. G. Bennett,15,10,8,7,0,0,8,5,17,16,3,4,2,1,0,1
E0,16/9/2001,Aston Villa,Sunderland,0,0,D,0,0,D,U. D. Rennie,8,4,3,2,0,0,10,3,20,25,1,3,0,4,0,0
E0,16/9/2001,Charlton,Leeds,0,2,A,0,1,A,M. R. Halsey,9,20,4,9,0,1,8,9,13,14,2,1,2,1,1,0
E0,16/9/2001,Ipswich,Blackburn,1,1,D,1,0,H,G. Poll,20,6,10,4,1,0,6,13,8,15,0,3,3,1,0,0
E0,16/9/2001,Tottenham,Chelsea,2,3,A,0,1,A,S. W. Dunn,11,6,4,4,1,0,6,6,10,12,1,3,1,4,0,1
E0,17/9/2001,Leicester,Middlesbrough,1,2,A,1,0,H,N. S. Barry,10,13,5,6,0,2,4,2,19,15,4,3,0,1,0,0
E0,19/9/2001,Blackburn,Bolton,1,1,D,0,0,D,J. T. Winter,20,10,8,5,1,0,10,2,14,15,6,2,0,4,0,0
E0,19/9/2001,Sunderland,Tottenham,1,2,A,0,1,A,P. A. Durkin,14,13,8,6,0,0,11,4,9,14,4,3,1,2,0,0
E0,22/9/2001,Arsenal,Bolton,1,1,D,0,0,D,C. R. Wilkes,23,7,12,4,1,0,17,0,9,11,7,1,1,1,0,1
E0,22/9/2001,Blackburn,Everton,1,0,H,1,0,H,G. P. Barber,13,14,6,7,1,1,5,4,18,17,5,4,1,2,0,0
E0,22/9/2001,Leicester,Fulham,0,0,D,0,0,D,E. K. Wolstenholme,12,6,5,2,0,0,4,4,15,21,1,0,2,2,0,0
E0,22/9/2001,Liverpool,Tottenham,1,0,H,0,0,D,D. J. Gallagher,14,11,6,5,1,0,2,5,12,9,3,1,0,1,0,0
E0,22/9/2001,Man United,Ipswich,4,0,H,2,0,H,N. S. Barry,13,8,8,1,0,0,8,4,14,17,7,4,0,1,0,0
E0,22/9/2001,Sunderland,Charlton,2,2,D,0,1,A,A. P. D'Urso,22,13,13,5,0,0,9,8,20,13,0,4,2,3,0,0
E0,23/9/2001,Chelsea,Middlesbrough,2,2,D,2,0,H,R. Styles,8,4,3,2,0,0,8,2,17,15,0,4,4,1,0,0
E0,23/9/2001,Leeds,Derby,3,0,H,1,0,H,A. G. Wiley,19,9,10,2,0,0,9,3,26,17,2,4,1,2,0,0
E0,23/9/2001,West Ham,Newcastle,3,0,H,1,0,H,P. Jones,17,8,9,5,0,0,10,7,20,17,5,5,3,0,0,0
E0,24/9/2001,Southampton,Aston Villa,1,3,A,1,2,A,S. W. Dunn,12,11,4,5,0,1,2,3,15,18,0,4,1,2,1,1
E0,26/9/2001,Newcastle,Leicester,1,0,H,1,0,H,D. Pugh,12,2,6,2,0,0,10,1,17,27,5,5,2,3,0,0
E0,29/9/2001,Bolton,Sunderland,0,2,A,0,0,D,D. R. Elleray,15,14,8,7,0,0,8,4,10,13,5,11,1,1,0,0
E0,29/9/2001,Charlton,Leicester,2,0,H,1,0,H,M. L. Dean,14,9,12,6,1,0,4,4,12,11,4,2,1,2,1,1
E0,29/9/2001,Derby,Arsenal,0,2,A,0,1,A,R. Styles,7,11,5,6,0,0,2,5,18,19,4,3,3,3,0,1
E0,29/9/2001,Everton,West Ham,5,0,H,1,0,H,P. A. Durkin,18,15,11,5,0,1,8,4,15,8,0,4,0,0,0,0
E0,29/9/2001,Middlesbrough,Southampton,1,3,A,0,0,D,A. G. Wiley,5,8,3,4,1,1,6,0,16,17,4,3,0,1,0,0
E0,29/9/2001,Tottenham,Man United,3,5,A,3,0,H,J. T. Winter,7,18,3,9,0,0,4,7,16,10,3,2,3,3,0,0
E0,30/9/2001,Aston Villa,Blackburn,2,0,H,0,0,D,M. R. Halsey,5,4,2,1,0,1,2,8,9,15,3,4,2,2,0,0
E0,30/9/2001,Fulham,Chelsea,1,1,D,0,1,A,G. Poll,4,9,1,3,0,1,5,7,5,14,5,0,1,4,0,1
E0,30/9/2001,Ipswich,Leeds,1,2,A,1,0,H,A. P. D'Urso,11,11,6,7,1,0,10,8,8,8,0,11,0,1,0,0
E0,30/9/2001,Newcastle,Liverpool,0,2,A,0,1,A,G. P. Barber,7,6,3,2,0,0,7,0,14,23,3,5,1,4,0,0
E0,13/10/2001,Bolton,Newcastle,0,4,A,0,1,A,M. A. Riley,9,15,3,8,0,1,7,8,10,9,2,6,2,2,1,0
E0,13/10/2001,Charlton,Middlesbrough,0,0,D,0,0,D,D. R. Elleray,8,11,4,4,0,0,13,4,14,13,6,0,2,1,0,0
E0,13/10/2001,Chelsea,Leicester,2,0,H,2,0,H,J. T. Winter,22,8,10,2,1,0,5,3,9,13,1,5,0,0,0,0
E0,13/10/2001,Ipswich,Everton,0,0,D,0,0,D,C. R. Wilkes,7,9,4,6,0,0,8,6,8,5,4,7,0,1,0,0
E0,13/10/2001,Liverpool,Leeds,1,1,D,0,1,A,A. G. Wiley,10,9,2,3,1,0,6,4,11,14,0,2,3,2,0,0
E0,13/10/2001,Southampton,Arsenal,0,2,A,0,1,A,G. P. Barber,3,21,0,8,0,2,1,6,15,9,2,7,2,1,1,0
E0,13/10/2001,Sunderland,Man United,1,3,A,0,1,A,G. Poll,15,13,7,8,1,2,3,4,12,15,1,8,0,0,0,0
E0,14/10/2001,Aston Villa,Fulham,2,0,H,0,0,D,P. A. Durkin,9,11,3,3,0,0,5,2,9,8,3,0,1,1,0,0
E0,14/10/2001,Blackburn,West Ham,7,1,H,3,1,H,A. P. D'Urso,24,12,14,5,0,0,7,7,8,6,2,0,1,3,0,1
E0,15/10/2001,Tottenham,Derby,3,1,H,2,1,H,M. R. Halsey,24,8,12,6,1,0,16,2,11,6,3,2,0,2,0,0
E0,20/10/2001,Arsenal,Blackburn,3,3,D,0,1,A,U. D. Rennie,18,9,11,5,0,0,5,4,13,20,5,8,1,2,0,0
E0,20/10/2001,Derby,Charlton,1,1,D,1,0,H,A. P. D'Urso,10,11,5,7,0,0,5,5,12,11,7,5,3,0,0,0
E0,20/10/2001,Everton,Aston Villa,3,2,H,1,0,H,R. Styles,10,11,6,3,0,0,8,4,15,14,5,5,0,1,0,0
E0,20/10/2001,Leicester,Liverpool,1,4,A,0,3,A,M. R. Halsey,8,12,3,6,0,0,6,6,11,13,1,1,1,2,0,0
E0,20/10/2001,Man United,Bolton,1,2,A,1,1,D,G. P. Barber,13,7,6,2,0,0,8,0,11,6,4,7,0,0,0,0
E0,20/10/2001,West Ham,Southampton,2,0,H,0,0,D,N. S. Barry,20,10,8,3,1,0,10,7,16,16,3,1,0,1,0,1
E0,21/10/2001,Fulham,Ipswich,1,1,D,1,0,H,M. A. Riley,7,6,3,2,0,0,3,3,25,17,3,9,2,3,1,0
E0,21/10/2001,Leeds,Chelsea,0,0,D,0,0,D,P. A. Durkin,18,14,12,6,0,1,10,8,20,17,0,0,2,3,0,0
E0,21/10/2001,Newcastle,Tottenham,0,2,A,0,2,A,A. G. Wiley,8,9,3,3,0,1,7,2,16,10,6,3,2,1,0,0
E0,22/10/2001,Middlesbrough,Sunderland,2,0,H,2,0,H,M. R. Halsey,7,15,5,5,0,0,4,5,18,16,5,3,1,2,1,0
E0,24/10/2001,Aston Villa,Charlton,1,0,H,1,0,H,D. Pugh,16,4,6,0,0,0,3,4,6,8,1,5,0,0,0,0
E0,24/10/2001,Southampton,Ipswich,3,3,D,2,1,H,U. D. Rennie,11,10,6,5,0,0,4,7,14,5,2,0,2,1,0,0
E0,24/10/2001,West Ham,Chelsea,2,1,H,2,1,H,D. J. Gallagher,10,15,4,5,0,1,1,8,11,6,1,4,0,0,0,0
E0,27/10/2001,Aston Villa,Bolton,3,2,H,2,1,H,E. K. Wolstenholme,10,9,7,5,0,0,6,2,13,16,8,3,2,3,0,0
E0,27/10/2001,Charlton,Liverpool,0,2,A,0,2,A,P. Jones,14,5,4,4,0,0,13,1,12,13,2,5,0,1,0,1
E0,27/10/2001,Everton,Newcastle,1,3,A,0,1,A,J. T. Winter,18,6,8,4,0,0,13,3,8,15,3,1,1,2,0,0
E0,27/10/2001,Fulham,Southampton,2,1,H,2,1,H,A. P. D'Urso,19,11,5,5,0,0,6,4,8,14,0,4,0,2,0,0
E0,27/10/2001,Man United,Leeds,1,1,D,0,0,D,D. J. Gallagher,18,12,6,6,1,0,6,2,16,15,0,4,3,3,0,0
E0,27/10/2001,Sunderland,Arsenal,1,1,D,0,1,A,M. A. Riley,10,14,6,5,0,1,7,6,12,22,5,3,3,3,0,0
E0,27/10/2001,Tottenham,Middlesbrough,2,1,H,0,1,A,M. L Dean,10,8,4,3,1,0,8,5,11,12,6,7,0,0,0,0
E0,28/10/2001,Derby,Chelsea,1,1,D,1,0,H,S. G. Bennett,13,19,8,8,0,1,4,10,14,11,7,4,1,4,0,0
E0,28/10/2001,Ipswich,West Ham,2,3,A,0,1,A,S. W. Dunn,12,12,8,4,0,1,8,9,16,11,1,2,2,2,0,0
E0,29/10/2001,Blackburn,Leicester,0,0,D,0,0,D,R. Styles,12,10,3,5,0,0,7,1,11,7,3,3,6,2,0,0
E0,3/11/2001,Bolton,Everton,2,2,D,1,1,D,A. P. D'Urso,16,11,8,6,0,0,9,3,13,13,2,7,4,2,1,0
E0,3/11/2001,Leicester,Sunderland,1,0,H,0,0,D,S. W. Dunn,9,11,5,4,0,0,7,7,13,20,2,3,1,3,0,0
E0,3/11/2001,Middlesbrough,Derby,5,1,H,0,0,D,N. S. Barry,11,6,7,4,1,1,6,4,10,12,4,9,0,1,0,0
E0,3/11/2001,Newcastle,Aston Villa,3,0,H,1,0,H,C. R. Wilkes,17,10,7,2,1,0,13,8,15,7,2,0,0,3,0,0
E0,3/11/2001,Southampton,Blackburn,1,2,A,1,1,D,A. G. Wiley,16,6,6,5,1,0,10,4,19,18,3,5,1,1,0,0
E0,3/11/2001,West Ham,Fulham,0,2,A,0,1,A,G. P. Barber,12,14,6,6,1,0,10,8,13,18,3,0,1,3,0,0
E0,4/11/2001,Arsenal,Charlton,2,4,A,1,2,A,M. R. Halsey,26,9,12,4,2,1,4,6,9,11,2,6,3,2,0,0
E0,4/11/2001,Chelsea,Ipswich,2,1,H,1,0,H,R. Styles,15,7,6,3,0,0,5,6,12,17,2,1,0,2,0,0
E0,4/11/2001,Leeds,Tottenham,2,1,H,0,0,D,S. G. Bennett,20,11,9,4,1,0,7,3,9,15,4,1,1,3,0,0
E0,4/11/2001,Liverpool,Man United,3,1,H,2,0,H,G. Poll,8,10,5,3,0,0,1,1,9,13,3,1,0,0,0,0
E0,17/11/2001,Aston Villa,Middlesbrough,0,0,D,0,0,D,P. Jones,8,11,5,2,1,1,5,3,16,9,7,3,1,2,0,0
E0,17/11/2001,Blackburn,Liverpool,1,1,D,0,1,A,M. A. Riley,5,5,5,2,0,0,6,3,17,10,3,5,2,0,0,0
E0,17/11/2001,Derby,Southampton,1,0,H,1,0,H,P. A. Durkin,9,8,3,4,0,1,7,6,13,13,4,2,0,1,0,0
E0,17/11/2001,Fulham,Newcastle,3,1,H,2,0,H,E. K. Wolstenholme,8,7,8,1,0,0,4,4,10,18,0,2,0,6,0,0
E0,17/11/2001,Man United,Leicester,2,0,H,1,0,H,A. P. D'Urso,14,8,7,4,2,1,10,4,10,10,6,2,2,1,0,0
E0,17/11/2001,Tottenham,Arsenal,1,1,D,0,0,D,J. T. Winter,9,5,4,5,1,0,9,6,18,16,2,6,2,1,0,0
E0,18/11/2001,Everton,Chelsea,0,0,D,0,0,D,M. R. Halsey,12,14,4,7,0,1,8,4,11,11,2,1,1,3,0,0
E0,18/11/2001,Ipswich,Bolton,1,2,A,1,2,A,S. G. Bennett,8,10,4,5,2,0,12,2,8,16,2,1,0,2,0,0
E0,18/11/2001,Sunderland,Leeds,2,0,H,0,0,D,G. P. Barber,12,12,5,6,1,0,5,3,25,11,3,5,1,3,0,0
E0,19/11/2001,Charlton,West Ham,4,4,D,2,2,D,A. G. Wiley,18,11,9,7,0,0,13,4,8,13,2,0,1,2,0,0
E0,24/11/2001,Bolton,Fulham,0,0,D,0,0,D,M. L Dean,11,7,5,1,0,0,2,3,11,9,6,3,1,1,0,0
E0,24/11/2001,Chelsea,Blackburn,0,0,D,0,0,D,G. Poll,14,8,8,2,0,0,7,3,13,7,1,9,0,2,0,0
E0,24/11/2001,Leicester,Everton,0,0,D,0,0,D,U. D. Rennie,8,8,7,3,0,0,7,2,18,21,1,3,2,1,0,0
E0,24/11/2001,Newcastle,Derby,1,0,H,1,0,H,R. Styles,17,8,10,4,0,0,8,6,10,14,3,6,1,2,0,0
E0,24/11/2001,Southampton,Charlton,1,0,H,0,0,D,D. J. Gallagher,15,7,8,4,0,1,10,5,10,16,4,2,0,1,0,0
E0,24/11/2001,West Ham,Tottenham,0,1,A,0,0,D,D. R. Elleray,10,10,6,3,0,3,4,2,18,13,1,15,2,2,0,0
E0,25/11/2001,Arsenal,Man United,3,1,H,0,1,A,P. Jones,14,2,10,1,0,0,11,2,12,19,1,4,2,3,0,0
E0,25/11/2001,Leeds,Aston Villa,1,1,D,1,1,D,N. S. Barry,16,15,9,8,1,0,7,6,15,15,1,1,2,2,1,0
E0,25/11/2001,Liverpool,Sunderland,1,0,H,1,0,H,S. G. Bennett,7,12,3,5,0,0,4,3,9,12,6,1,1,3,1,0
E0,25/11/2001,Middlesbrough,Ipswich,0,0,D,0,0,D,D. Pugh,9,11,4,3,0,2,3,5,5,8,2,2,0,0,0,0
E0,1/12/2001,Aston Villa,Leicester,0,2,A,0,1,A,S. G. Bennett,11,6,7,4,0,0,7,8,8,14,0,3,0,4,1,0
E0,1/12/2001,Blackburn,Middlesbrough,0,1,A,0,1,A,B. Knight,14,8,4,5,1,0,7,3,8,9,5,2,1,2,0,0
E0,1/12/2001,Charlton,Newcastle,1,1,D,0,0,D,A. P. D'Urso,15,12,7,6,0,1,3,7,7,11,3,4,1,2,0,1
E0,1/12/2001,Derby,Liverpool,0,1,A,0,1,A,G. P. Barber,12,7,4,5,0,0,5,9,9,14,5,5,1,2,0,0
E0,1/12/2001,Ipswich,Arsenal,0,2,A,0,1,A,D. R. Elleray,7,7,2,3,0,0,12,5,4,9,0,3,0,2,0,0
E0,1/12/2001,Man United,Chelsea,0,3,A,0,1,A,A. G. Wiley,12,14,5,5,0,1,7,2,9,16,5,4,2,3,0,0
E0,1/12/2001,Sunderland,West Ham,1,0,H,0,0,D,P. Jones,15,10,6,5,0,1,3,3,12,16,5,4,3,0,0,0
E0,2/12/2001,Everton,Southampton,2,0,H,0,0,D,J.T. Winter,13,10,7,4,0,0,5,6,19,13,3,2,0,1,0,0
E0,2/12/2001,Fulham,Leeds,0,0,D,0,0,D,G. Poll,13,6,5,5,1,0,5,5,11,21,2,2,1,2,0,0
E0,3/12/2001,Tottenham,Bolton,3,2,H,0,1,A,P. A. Durkin,14,9,6,6,1,0,5,6,10,14,6,7,0,2,0,0
E0,5/12/2001,Chelsea,Charlton,0,1,A,0,0,D,D. J. Gallagher,20,11,5,5,0,0,8,1,13,10,1,4,1,1,0,0
E0,5/12/2001,West Ham,Aston Villa,1,1,D,0,1,A,M. L Dean,14,12,8,5,0,0,5,6,10,15,3,5,2,1,0,0
E0,8/12/2001,Charlton,Tottenham,3,1,H,2,0,H,S. W. Dunn,11,14,6,5,0,0,9,9,10,12,9,4,3,1,0,0
E0,8/12/2001,Derby,Bolton,1,0,H,0,0,D,M. D. Messias,16,6,6,3,1,0,5,4,11,24,4,2,0,4,0,0
E0,8/12/2001,Fulham,Everton,2,0,H,1,0,H,P. Dowd,10,5,4,3,0,0,6,7,15,25,2,3,2,4,1,1
E0,8/12/2001,Leicester,Southampton,0,4,A,0,1,A,G. Poll,8,10,4,5,0,0,5,4,13,15,3,5,1,0,0,0
E0,8/12/2001,Liverpool,Middlesbrough,2,0,H,2,0,H,D. J. Gallagher,8,4,5,2,0,0,4,6,7,10,3,2,0,2,0,0
E0,8/12/2001,Man United,West Ham,0,1,A,0,0,D,P. A. Durkin,17,8,6,4,0,0,12,4,18,8,0,1,5,3,0,0
E0,9/12/2001,Arsenal,Aston Villa,3,2,H,0,2,A,A. G. Wiley,15,8,8,5,0,0,9,3,18,14,4,6,4,0,0,0
E0,9/12/2001,Blackburn,Leeds,1,2,A,0,0,D,A. P. D'Urso,14,10,6,7,2,0,8,7,15,18,2,8,1,5,0,0
E0,9/12/2001,Ipswich,Newcastle,0,1,A,0,1,A,R. Styles,9,7,5,5,0,0,8,2,3,3,1,1,3,1,0,0
E0,9/12/2001,Sunderland,Chelsea,0,0,D,0,0,D,N. S. Barry,11,10,6,3,0,0,6,6,11,15,5,3,1,3,0,0
E0,12/12/2001,Liverpool,Fulham,0,0,D,0,0,D,J. T. Winter,16,8,7,4,2,0,7,3,17,11,1,0,0,0,0,0
E0,12/12/2001,Man United,Derby,5,0,H,2,0,H,M. R. Halsey,20,8,11,5,0,0,5,6,8,13,3,3,1,2,0,0
E0,15/12/2001,Bolton,Charlton,0,0,D,0,0,D,C. J. Foy,13,6,6,4,1,0,7,4,13,13,5,4,1,2,0,0
E0,15/12/2001,Everton,Derby,1,0,H,0,0,D,C. R. Wilkes,22,3,12,2,2,0,9,3,9,15,2,5,1,1,0,0
E0,15/12/2001,Middlesbrough,Man United,0,1,A,0,0,D,D. R. Elleray,6,14,3,5,0,0,5,8,11,14,1,0,2,3,0,0
E0,15/12/2001,Newcastle,Blackburn,2,1,H,0,1,A,S. W. Dunn,15,8,6,6,0,1,10,6,8,15,7,3,0,3,0,0
E0,15/12/2001,Southampton,Sunderland,2,0,H,1,0,H,D. Pugh,14,5,5,3,0,0,3,1,11,13,2,5,1,2,0,0
E0,15/12/2001,Tottenham,Fulham,4,0,H,2,0,H,N. S. Barry,10,12,6,1,0,0,3,6,18,15,3,1,3,2,0,0
E0,15/12/2001,West Ham,Arsenal,1,1,D,1,1,D,M. A. Riley,8,16,4,6,0,2,7,6,10,14,5,1,4,3,0,0
E0,16/12/2001,Chelsea,Liverpool,4,0,H,2,0,H,M. R. Halsey,16,16,10,8,1,1,5,6,15,10,0,6,2,3,0,0
E0,16/12/2001,Leeds,Leicester,2,2,D,1,0,H,R. Styles,14,5,7,4,1,0,8,3,6,15,2,1,1,3,0,0
E0,17/12/2001,Aston Villa,Ipswich,2,1,H,1,1,D,M. L Dean,10,14,5,3,1,0,1,4,16,10,3,5,0,1,0,0
E0,18/12/2001,Arsenal,Newcastle,1,3,A,1,0,H,G. Poll,19,4,8,3,0,0,4,4,10,19,6,4,3,3,1,1
E0,19/12/2001,Leeds,Everton,3,2,H,2,0,H,P. Jones ,18,8,7,3,1,0,5,2,12,13,6,1,1,1,0,0
E0,22/12/2001,Charlton,Blackburn,0,2,A,0,0,D,"Wiley, A. G.",10,7,2,4,0,0,4,3,16,19,4,6,2,3,0,0
E0,22/12/2001,Derby,Aston Villa,3,1,H,1,1,D,"Elleray, D. R.",10,10,7,3,0,1,4,5,11,15,7,4,0,1,0,0
E0,22/12/2001,Leeds,Newcastle,3,4,A,1,1,D,"Winter, J. T.",15,13,6,7,0,0,2,9,19,17,0,2,2,1,0,0
E0,22/12/2001,Leicester,West Ham,1,1,D,1,0,H,"Wolstenholme, E. K.",10,7,4,3,0,0,6,7,8,15,2,0,2,2,1,0
E0,22/12/2001,Man United,Southampton,6,1,H,3,0,H,"Dunn, S. W.",12,6,7,3,0,0,8,6,13,10,11,2,1,1,0,0
E0,22/12/2001,Sunderland,Everton,1,0,H,0,0,D,"Knight, B.",10,8,5,5,0,0,6,5,18,15,3,6,1,4,0,0
E0,22/12/2001,Tottenham,Ipswich,1,2,A,1,1,D,"Riley, M. A.",12,12,6,4,1,0,9,5,22,16,4,5,1,2,1,0
E0,23/12/2001,Chelsea,Bolton,5,1,H,2,1,H,"Rennie, U. D.",16,10,5,4,0,0,4,4,7,21,3,6,2,2,0,0
E0,23/12/2001,Liverpool,Arsenal,1,2,A,0,1,A,"Durkin, P. A.",15,11,2,3,1,0,6,4,12,20,2,2,1,4,0,1
E0,26/12/2001,Arsenal,Chelsea,2,1,H,0,1,A,"Barber, G. P.",11,9,7,3,0,0,4,5,18,21,7,0,2,4,0,0
E0,26/12/2001,Aston Villa,Liverpool,1,2,A,1,1,D,"D'Urso, A. P.",10,12,5,6,1,1,7,3,10,9,6,3,1,0,0,0
E0,26/12/2001,Blackburn,Sunderland,0,3,A,0,2,A,"Wilkes, C. R.",7,13,3,7,0,2,3,5,24,23,3,4,1,2,1,0
E0,26/12/2001,Bolton,Leeds,0,3,A,0,2,A,"Wiley, A. G.",17,8,2,5,0,1,11,2,15,20,1,5,1,3,0,0
E0,26/12/2001,Everton,Man United,0,2,A,0,0,D,"Rennie, U. D.",10,11,5,7,0,0,4,11,11,12,1,2,0,1,0,0
E0,26/12/2001,Fulham,Charlton,0,0,D,0,0,D,"Bennett, S. G.",10,8,4,3,0,3,4,9,5,14,2,8,2,1,0,0
E0,26/12/2001,Ipswich,Leicester,2,0,H,0,0,D,"Barry, N. S.",12,3,6,1,0,0,3,10,2,6,0,0,0,2,0,0
E0,26/12/2001,Newcastle,Middlesbrough,3,0,H,1,0,H,"Halsey, M. R.",18,5,9,2,0,0,10,2,18,12,3,4,0,1,0,0
E0,26/12/2001,Southampton,Tottenham,1,0,H,0,0,D,"Jones, P.",6,10,5,6,0,0,4,13,15,16,3,4,0,3,0,0
